spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,chroma_stft_C,chroma_stft_C#,chroma_stft_D,chroma_stft_D#,chroma_stft_E,chroma_stft_F,chroma_stft_F#,chroma_stft_G,chroma_stft_G#,chroma_stft_A,chroma_stft_A#,chroma_stft_B,chroma_cens_C,chroma_cens_C#,chroma_cens_D,chroma_cens_D#,chroma_cens_E,chroma_cens_F,chroma_cens_F#,chroma_cens_G,chroma_cens_G#,chroma_cens_A,chroma_cens_A#,chroma_cens_B,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,label,filename,source_file,segment_id
632.528748,60.917809,40.265804,4.687245,6.497765,1.335853,0.319559,0.487054,0.314527,0.315533,0.542644,0.346408,0.464277,0.418780,0.608756,0.998199,0.450865,0.469873,0.157562,0.290139,0.139155,0.125397,0.321573,0.179848,0.241361,0.232494,0.384894,0.553334,0.254519,0.265460,-0.503774,0.534935,0.241291,0.627475,0.278115,0.138371,Adur,00054_seg1.wav,Adur/00054.wav,1
638.378296,59.556568,39.604233,4.495484,6.441899,2.254719,0.319067,0.492571,0.330532,0.314779,0.582409,0.338004,0.452216,0.417063,0.601004,0.997744,0.461183,0.471316,0.136120,0.291362,0.143189,0.128072,0.389844,0.194319,0.229056,0.243504,0.379028,0.518474,0.246872,0.256926,-0.509843,0.582617,0.258550,0.625161,0.236765,0.183917,Adur,00054_seg2.wav,Adur/00054.wav,2
660.296570,56.334496,37.387688,4.474946,6.845703,1.319229,0.389068,0.568448,0.377578,0.432545,0.655755,0.431027,0.523057,0.440861,0.579199,0.969017,0.482094,0.597998,0.171829,0.304386,0.152382,0.181351,0.368903,0.212971,0.243625,0.213134,0.300088,0.514060,0.244230,0.293145,-0.576725,0.531951,0.241294,0.497087,0.247208,0.139737,Adur,00055_seg0.wav,Adur/00055.wav,0
656.989685,60.641369,39.339855,3.720482,6.201869,-0.031368,0.261172,0.407306,0.240300,0.256005,0.532846,0.295099,0.360646,0.344189,0.532056,1.000000,0.412671,0.420807,0.109682,0.273511,0.088246,0.115134,0.352962,0.180795,0.205916,0.219006,0.359586,0.592858,0.269360,0.256959,-0.468968,0.626699,0.312457,0.681403,0.285186,0.180784,Adur,00055_seg1.wav,Adur/00055.wav,1
649.652100,64.691177,38.979572,2.670202,7.921215,0.102688,0.313142,0.495673,0.304463,0.305659,0.615299,0.349758,0.449597,0.399210,0.583588,0.979013,0.436665,0.569302,0.148807,0.281729,0.115789,0.100601,0.345453,0.185883,0.243597,0.223667,0.335541,0.540353,0.250534,0.337853,-0.639005,0.647868,0.321305,0.550272,0.170433,0.121014,Adur,00055_seg2.wav,Adur/00055.wav,2
573.031067,38.274620,41.076355,9.697159,7.209172,2.962140,0.375722,0.507018,0.357534,0.383882,0.551712,0.373611,0.501166,0.441539,0.604447,0.983128,0.495915,0.509906,0.146421,0.268706,0.135522,0.164521,0.323839,0.193181,0.272667,0.235542,0.326085,0.531175,0.272165,0.264685,-0.451540,0.469145,0.177267,0.528431,0.323057,0.130498,Adur,00056_seg0.wav,Adur/00056.wav,0
618.235046,51.662960,40.706409,5.862565,6.499150,2.124314,0.313719,0.486068,0.293494,0.295942,0.559443,0.324442,0.396814,0.384439,0.569668,0.995122,0.450182,0.504427,0.133108,0.280763,0.109404,0.139146,0.349605,0.183256,0.203105,0.210670,0.347145,0.553075,0.279240,0.295845,-0.519699,0.593807,0.302342,0.620824,0.215517,0.162900,Adur,00056_seg1.wav,Adur/00056.wav,1
580.629211,45.678310,43.352753,8.517854,5.560491,1.089259,0.366540,0.704377,0.390006,0.340531,0.614226,0.367895,0.417063,0.378042,0.560592,0.989396,0.455588,0.478056,0.184938,0.425397,0.196182,0.131731,0.356624,0.209167,0.204393,0.187044,0.320557,0.493624,0.236831,0.241183,-0.593153,0.530433,0.278702,0.865039,0.139140,0.308032,Adur,00056_seg2.wav,Adur/00056.wav,2
625.277527,46.129589,38.871075,7.543169,5.282183,2.778094,0.439286,0.669624,0.419438,0.401826,0.534466,0.419584,0.577465,0.474388,0.566495,0.984662,0.472639,0.558798,0.190058,0.345361,0.176025,0.164228,0.292370,0.212113,0.281452,0.222883,0.282033,0.518751,0.250030,0.272581,-0.532264,0.481015,0.070706,0.638857,0.345525,0.161775,Adur,00057_seg0.wav,Adur/00057.wav,0
589.865845,48.296558,43.003677,7.077432,4.459799,0.761714,0.331238,0.642862,0.317151,0.277438,0.443374,0.298669,0.357685,0.339539,0.529889,0.992551,0.423150,0.413672,0.202537,0.411097,0.168997,0.103696,0.265826,0.175594,0.196988,0.203496,0.316031,0.577890,0.246741,0.235275,-0.505210,0.454232,0.206517,0.903432,0.254760,0.250752,Adur,00057_seg1.wav,Adur/00057.wav,1
611.890259,43.264687,40.335709,7.267294,5.501234,2.550558,0.379307,0.623833,0.376283,0.356304,0.478852,0.366606,0.470225,0.405302,0.573856,0.989509,0.461530,0.527775,0.199565,0.368322,0.185346,0.133386,0.288616,0.176066,0.236303,0.197167,0.314540,0.539179,0.249752,0.281078,-0.527197,0.448423,0.123977,0.690567,0.288327,0.108251,Adur,00057_seg2.wav,Adur/00057.wav,2
636.551697,54.911526,38.363106,4.364779,6.710844,3.365629,0.406109,0.623031,0.381012,0.383421,0.598647,0.397070,0.538220,0.441954,0.629949,0.995386,0.452163,0.595766,0.186910,0.325361,0.170568,0.100864,0.322030,0.203820,0.267784,0.205207,0.335062,0.512967,0.241782,0.301153,-0.658715,0.532050,0.263311,0.594346,0.263340,0.096992,Adur,00058_seg0.wav,Adur/00058.wav,0
634.720032,54.941399,40.280716,4.257957,4.417123,3.028852,0.314275,0.480470,0.299954,0.299347,0.528983,0.306866,0.415893,0.374894,0.551921,0.993528,0.440508,0.474712,0.176457,0.310237,0.146630,0.129606,0.333453,0.159946,0.224238,0.234126,0.345206,0.562245,0.245383,0.272560,-0.508630,0.583729,0.238825,0.631911,0.293891,0.165759,Adur,00058_seg1.wav,Adur/00058.wav,1
622.940491,68.310982,41.242073,4.934357,5.275340,0.713861,0.279282,0.463179,0.276536,0.269701,0.479603,0.287902,0.357215,0.330966,0.505303,1.000000,0.412292,0.405209,0.150651,0.307729,0.141187,0.144092,0.313621,0.188818,0.199704,0.202782,0.339455,0.607275,0.251261,0.237912,-0.442064,0.583023,0.218146,0.745205,0.325703,0.182809,Adur,00058_seg2.wav,Adur/00058.wav,2
629.627686,45.703144,36.307255,10.337527,7.363416,3.017131,0.451425,0.531943,0.413804,0.412855,0.452566,0.398656,0.606718,0.486692,0.572411,0.983175,0.501444,0.569017,0.202101,0.286206,0.194823,0.179543,0.278479,0.201007,0.312224,0.228529,0.297059,0.513605,0.269388,0.279979,-0.396882,0.453189,-0.045563,0.445210,0.490907,0.016244,Adur,00059_seg0.wav,Adur/00059.wav,0
606.482727,55.220074,41.536896,5.794238,4.764642,1.334134,0.300568,0.494999,0.293336,0.285689,0.490998,0.321889,0.404226,0.342307,0.532917,0.996097,0.413023,0.392570,0.159549,0.320011,0.147563,0.135924,0.297447,0.161024,0.229714,0.212398,0.336328,0.574863,0.271068,0.246387,-0.455884,0.529448,0.213898,0.792419,0.345561,0.173738,Adur,00059_seg1.wav,Adur/00059.wav,1
633.570801,48.709053,39.101353,6.312383,5.474540,0.934494,0.379820,0.657653,0.382864,0.346807,0.574788,0.414447,0.534343,0.436862,0.581904,0.960650,0.432000,0.477722,0.198229,0.370952,0.188704,0.140708,0.337992,0.216499,0.281574,0.222911,0.325288,0.486397,0.223292,0.238256,-0.571447,0.486369,0.187306,0.771358,0.242501,0.211626,Adur,00059_seg2.wav,Adur/00059.wav,2
643.692688,53.693855,36.861351,6.382461,6.940798,4.606507,0.407833,0.574257,0.415419,0.411257,0.575107,0.418183,0.563655,0.475060,0.581362,0.981443,0.484900,0.550785,0.188390,0.292604,0.205481,0.179071,0.307656,0.228296,0.289736,0.233124,0.284703,0.511638,0.255130,0.288013,-0.484641,0.521301,0.100328,0.536780,0.326653,0.124339,Adur,00060_seg0.wav,Adur/00060.wav,0
641.946899,50.652809,39.606216,1.766790,4.019135,2.747801,0.367540,0.580903,0.370979,0.312779,0.694910,0.372968,0.479836,0.407810,0.587959,0.971495,0.416508,0.650650,0.177488,0.304013,0.185102,0.089443,0.370841,0.186452,0.237333,0.221895,0.335968,0.487863,0.222054,0.363620,-0.750371,0.764205,0.383087,0.554126,0.090307,0.101822,Adur,00060_seg1.wav,Adur/00060.wav,1
593.212097,58.279419,43.108952,4.365582,4.828723,2.960360,0.283794,0.560532,0.307698,0.271090,0.544567,0.325432,0.388006,0.360787,0.555169,0.980169,0.440182,0.394456,0.120644,0.358839,0.150913,0.106111,0.344855,0.195245,0.222112,0.210977,0.350546,0.548893,0.256144,0.230311,-0.512901,0.519804,0.247644,0.839800,0.178649,0.279996,Adur,00060_seg2.wav,Adur/00060.wav,2
804.985535,51.197994,26.833651,1.038888,14.094071,9.226562,0.532316,0.593612,0.561968,0.599731,0.536254,0.641948,0.866070,0.684307,0.675546,0.916416,0.742604,0.766095,0.230370,0.214210,0.209007,0.236779,0.232939,0.263300,0.420876,0.245724,0.240620,0.426950,0.276096,0.331197,-0.316339,0.147043,-0.426525,0.101842,0.313368,-0.076886,Aisdur,00001_seg0.wav,Aisdur/00001.wav,0
724.501038,76.938248,37.519073,1.088676,10.298734,3.425021,0.355425,0.395080,0.717593,0.440016,0.389743,0.717053,0.614966,0.449280,0.529907,0.742347,0.985672,0.628741,0.124729,0.194660,0.360885,0.211397,0.164922,0.374187,0.274914,0.194767,0.250774,0.368910,0.458848,0.249493,0.255687,-0.068270,-1.043156,0.336443,-0.253780,-0.323476,Aisdur,00001_seg1.wav,Aisdur/00001.wav,1
702.202698,70.549248,36.799408,3.337063,11.500546,4.986264,0.380719,0.426503,0.678831,0.482366,0.428573,0.733651,0.690112,0.508540,0.603378,0.784683,0.939747,0.647626,0.135652,0.172940,0.311295,0.235941,0.204789,0.363954,0.304247,0.220452,0.294353,0.347751,0.440730,0.259768,0.129466,-0.077020,-0.896019,0.306303,-0.145544,-0.311876,Aisdur,00001_seg2.wav,Aisdur/00001.wav,2
719.708801,69.602303,35.326305,4.506614,10.489493,3.331100,0.470140,0.566980,0.678437,0.535581,0.490442,0.833440,0.742916,0.540145,0.538031,0.751920,0.803122,0.695672,0.180582,0.222057,0.296455,0.210129,0.220174,0.359280,0.332226,0.229537,0.239597,0.342095,0.370356,0.309088,0.049838,-0.015155,-0.725861,0.380942,-0.072576,-0.298684,Aisdur,00002_seg0.wav,Aisdur/00002.wav,0
690.048950,68.448822,40.064804,2.992945,8.729545,3.059569,0.461730,0.403055,0.460845,0.341123,0.376666,0.805626,0.612162,0.423675,0.426368,0.694707,0.829804,0.604718,0.200638,0.165636,0.254090,0.112733,0.168052,0.421638,0.318500,0.219119,0.216801,0.376284,0.428655,0.288713,0.285226,-0.099131,-0.638046,0.533871,-0.055656,-0.228940,Aisdur,00002_seg1.wav,Aisdur/00002.wav,1
732.341064,77.687119,38.580395,0.028706,7.877333,2.350681,0.396525,0.370210,0.563549,0.364950,0.364893,0.863126,0.598252,0.417477,0.401638,0.617221,0.840657,0.531381,0.197878,0.159973,0.330777,0.137738,0.148299,0.441230,0.299359,0.175368,0.190260,0.344387,0.465095,0.249784,0.445345,-0.161770,-0.839400,0.536748,-0.199517,-0.317362,Aisdur,00002_seg2.wav,Aisdur/00002.wav,2
640.652893,55.124310,35.891052,6.956073,8.703897,5.606170,0.464246,0.518522,0.750188,0.518413,0.423967,0.719777,0.752007,0.500451,0.529476,0.797946,0.745648,0.635403,0.202025,0.220419,0.340176,0.197912,0.191601,0.313397,0.355937,0.198596,0.221893,0.403404,0.346038,0.251738,0.040857,0.140870,-0.830155,0.381977,0.120897,-0.386469,Aisdur,00061_seg0.wav,Aisdur/00061.wav,0
622.513916,66.395569,39.398819,5.638494,9.390252,4.210810,0.409314,0.397080,0.830977,0.445181,0.372641,0.831034,0.643172,0.388681,0.430805,0.686311,0.790444,0.541994,0.199976,0.175639,0.414009,0.219920,0.162187,0.413225,0.301196,0.158611,0.194033,0.332088,0.402746,0.236177,0.418173,0.077142,-1.051832,0.538569,-0.107849,-0.594062,Aisdur,00061_seg1.wav,Aisdur/00061.wav,1
633.572266,59.532883,37.809250,5.746764,9.300626,4.951982,0.493368,0.468014,0.826564,0.499545,0.431173,0.734593,0.726417,0.501712,0.552157,0.806149,0.819838,0.692410,0.201540,0.157142,0.386668,0.213866,0.171742,0.343518,0.320577,0.183983,0.206157,0.369196,0.393031,0.289039,0.164202,0.203412,-0.896119,0.315089,0.012250,-0.506614,Aisdur,00061_seg2.wav,Aisdur/00061.wav,2
628.417725,47.089710,36.810402,7.985548,9.822646,4.178035,0.461938,0.508156,0.668037,0.464859,0.434456,0.779279,0.729932,0.496020,0.520880,0.807103,0.768581,0.664514,0.186410,0.195888,0.329960,0.184448,0.217889,0.371886,0.306377,0.199630,0.197757,0.395566,0.363033,0.286032,0.061526,0.116876,-0.749276,0.469144,0.043872,-0.368491,Aisdur,00062_seg0.wav,Aisdur/00062.wav,0
616.880798,62.387344,39.931927,5.565403,10.193513,4.040938,0.418328,0.403918,0.759345,0.431870,0.397589,0.814640,0.634756,0.424547,0.468013,0.763963,0.893171,0.570558,0.191341,0.157290,0.391759,0.193943,0.179441,0.396718,0.284061,0.190123,0.199598,0.380985,0.428904,0.236967,0.406277,0.043482,-1.003343,0.555545,-0.116973,-0.427237,Aisdur,00062_seg1.wav,Aisdur/00062.wav,1
570.864380,66.222023,43.916260,8.535504,7.040290,2.731471,0.405401,0.402397,0.748919,0.388037,0.337112,0.785090,0.567419,0.357922,0.405211,0.694051,0.892543,0.550704,0.180383,0.169430,0.388915,0.177170,0.123487,0.377389,0.270446,0.165192,0.199737,0.376597,0.466729,0.263143,0.452021,-0.016772,-1.061157,0.584875,-0.185038,-0.432970,Aisdur,00062_seg2.wav,Aisdur/00062.wav,2
619.786255,60.806625,37.717159,9.851632,6.601811,3.646831,0.531972,0.524906,0.626081,0.484610,0.430352,0.690624,0.737962,0.498101,0.535041,0.856141,0.782605,0.705252,0.229345,0.205367,0.288282,0.197135,0.185659,0.302633,0.328143,0.215972,0.235501,0.417470,0.362453,0.320473,-0.020225,0.139226,-0.649282,0.383707,0.214204,-0.278024,Aisdur,00063_seg0.wav,Aisdur/00063.wav,0
601.760559,66.832191,39.286407,11.117717,6.364860,2.700958,0.485976,0.480235,0.588363,0.404324,0.398908,0.806431,0.721355,0.459560,0.485168,0.782860,0.775346,0.643301,0.220026,0.218320,0.266769,0.173251,0.164909,0.386829,0.363753,0.202381,0.212702,0.410227,0.370995,0.277139,0.127809,0.050000,-0.715011,0.562342,0.075859,-0.354389,Aisdur,00063_seg1.wav,Aisdur/00063.wav,1
603.274658,56.645523,40.588703,7.161199,5.499300,2.905915,0.452318,0.469814,0.761930,0.474702,0.405044,0.786274,0.698162,0.453265,0.458638,0.732950,0.759807,0.607752,0.179739,0.161246,0.381077,0.222326,0.146467,0.389843,0.325872,0.127641,0.147191,0.359958,0.404432,0.266860,0.223456,0.116139,-0.903899,0.453319,0.006870,-0.456104,Aisdur,00063_seg2.wav,Aisdur/00063.wav,2
624.515991,54.714863,35.885242,9.938537,8.557587,5.063738,0.513467,0.565864,0.703308,0.537249,0.439905,0.651932,0.748827,0.516137,0.526661,0.853414,0.786938,0.715189,0.227110,0.213969,0.335973,0.234681,0.171109,0.290090,0.337703,0.187357,0.196549,0.416675,0.338765,0.304978,-0.071366,0.175373,-0.759039,0.302635,0.199991,-0.249628,Aisdur,00064_seg0.wav,Aisdur/00064.wav,0
641.266663,60.071705,36.612942,8.056468,7.834017,4.076629,0.486211,0.523182,0.762773,0.513743,0.416920,0.718354,0.700597,0.511614,0.557054,0.831783,0.852109,0.696123,0.193852,0.193732,0.355805,0.216049,0.148336,0.341034,0.299971,0.220510,0.230628,0.390151,0.412745,0.273610,0.115303,0.102415,-0.855293,0.351839,0.013270,-0.372806,Aisdur,00064_seg1.wav,Aisdur/00064.wav,1
599.068970,62.121189,40.174522,10.425952,6.712079,2.018102,0.411994,0.462198,0.629327,0.423202,0.389588,0.659128,0.644591,0.455335,0.496861,0.792151,0.866106,0.659104,0.159527,0.181990,0.290920,0.178837,0.152617,0.314918,0.307304,0.205882,0.239388,0.435101,0.403413,0.338041,0.065973,0.067550,-0.841580,0.375835,-0.036884,-0.234859,Aisdur,00064_seg2.wav,Aisdur/00064.wav,2
666.376770,52.031536,36.759239,7.721297,4.798954,2.265933,0.496806,0.563985,0.733058,0.591842,0.475041,0.843546,0.768026,0.522884,0.518058,0.735901,0.726089,0.651094,0.187109,0.229653,0.314247,0.247860,0.210079,0.357288,0.366088,0.199119,0.193469,0.349765,0.334475,0.284461,0.092880,-0.003935,-0.737267,0.377610,0.075698,-0.396430,Aisdur,00066_seg0.wav,Aisdur/00066.wav,0
583.691772,62.857471,43.310387,8.222453,4.118699,0.716487,0.384209,0.478841,0.888503,0.444328,0.363258,0.805370,0.592404,0.411247,0.469143,0.682506,0.828276,0.569237,0.143220,0.230762,0.430287,0.199308,0.107237,0.423907,0.260320,0.168288,0.210323,0.332446,0.417200,0.248412,0.379955,0.046776,-1.092573,0.541904,-0.303491,-0.563463,Aisdur,00066_seg1.wav,Aisdur/00066.wav,1
584.679810,56.802715,42.870926,6.743116,4.975669,2.135497,0.394895,0.440092,0.729578,0.361364,0.342483,0.798699,0.623141,0.411117,0.462126,0.746018,0.859707,0.567941,0.161749,0.205962,0.390992,0.127486,0.115245,0.390331,0.301463,0.158342,0.207534,0.397914,0.435798,0.246050,0.338842,0.038480,-1.012920,0.644388,-0.180454,-0.437296,Aisdur,00066_seg2.wav,Aisdur/00066.wav,2
660.347534,73.031860,36.018158,7.497456,6.654490,2.335165,0.470143,0.513953,0.603002,0.473295,0.416257,0.791009,0.713033,0.492477,0.510133,0.771190,0.785348,0.662941,0.202846,0.238708,0.259469,0.201629,0.160305,0.367114,0.319135,0.231514,0.237029,0.393749,0.381416,0.297019,0.080402,-0.016090,-0.704849,0.447439,0.040102,-0.310946,Aisdur,00067_seg0.wav,Aisdur/00067.wav,0
636.352661,64.851013,39.760395,3.264836,8.036902,3.475392,0.369672,0.396970,0.623757,0.364526,0.338811,0.771638,0.567059,0.390210,0.433222,0.716277,0.904167,0.553329,0.186596,0.170059,0.257773,0.125038,0.143218,0.430913,0.255995,0.189812,0.237825,0.407390,0.477064,0.258047,0.363767,-0.085387,-0.953277,0.576820,-0.188517,-0.304657,Aisdur,00067_seg1.wav,Aisdur/00067.wav,1
596.817627,63.244411,41.420006,5.719336,8.945157,2.976810,0.407531,0.444390,0.775612,0.406878,0.355241,0.812199,0.611911,0.378166,0.413084,0.741348,0.830126,0.584439,0.201069,0.210612,0.389409,0.208891,0.114325,0.442739,0.262892,0.145260,0.160476,0.395231,0.390349,0.247969,0.354223,0.090176,-1.041793,0.628454,-0.128959,-0.500052,Aisdur,00067_seg2.wav,Aisdur/00067.wav,2
674.730957,66.183266,33.712311,10.251639,7.503377,3.869301,0.539669,0.590594,0.615657,0.560335,0.470715,0.686589,0.833038,0.601268,0.591422,0.872366,0.721893,0.712436,0.213618,0.221863,0.244848,0.229777,0.198746,0.302435,0.402547,0.247471,0.241187,0.405301,0.281819,0.315723,-0.168802,0.133755,-0.568781,0.275510,0.310122,-0.191940,Aisdur,00068_seg0.wav,Aisdur/00068.wav,0
585.827087,66.857452,40.607353,12.745419,6.635650,1.830793,0.465314,0.462387,0.579224,0.369438,0.411531,0.770246,0.669615,0.434189,0.468413,0.801473,0.898885,0.686985,0.226714,0.180030,0.271115,0.136286,0.158035,0.362110,0.288551,0.186828,0.211216,0.434350,0.423969,0.344605,0.142469,0.050212,-0.802465,0.543494,-0.050090,-0.257968,Aisdur,00068_seg1.wav,Aisdur/00068.wav,1
587.224609,60.361332,43.615696,8.836432,5.857286,1.382888,0.374160,0.374136,0.573134,0.400390,0.397685,0.820192,0.610494,0.404256,0.423077,0.760905,0.903979,0.594422,0.133503,0.152666,0.312162,0.183483,0.186678,0.418132,0.270784,0.217798,0.195689,0.428609,0.421720,0.265538,0.313449,-0.045819,-0.892684,0.556165,-0.099490,-0.286455,Aisdur,00068_seg2.wav,Aisdur/00068.wav,2
729.994690,37.650799,35.302044,0.979727,12.354647,6.104693,0.423706,0.406573,0.488238,0.465795,0.466694,0.879984,0.718903,0.505081,0.505839,0.682043,0.769328,0.596892,0.235939,0.128455,0.203145,0.181233,0.225033,0.447443,0.395413,0.210853,0.221759,0.343238,0.368243,0.246905,0.177796,-0.153375,-0.580230,0.400832,-0.018866,-0.279967,Aisdur,00069_seg0.wav,Aisdur/00069.wav,0
690.192261,71.978798,39.266140,2.860073,11.168602,3.907948,0.398359,0.416399,0.680472,0.521419,0.484911,0.906040,0.716888,0.477325,0.523275,0.731179,0.917111,0.643078,0.146916,0.160239,0.310968,0.225396,0.225396,0.407095,0.309579,0.177665,0.227943,0.322325,0.449381,0.279912,0.256665,-0.129417,-0.907925,0.411795,-0.156459,-0.395877,Aisdur,00069_seg1.wav,Aisdur/00069.wav,1
706.869446,63.317551,37.134331,3.330523,11.869674,6.108141,0.431434,0.437575,0.636336,0.475832,0.456010,0.726350,0.676493,0.501452,0.528735,0.759353,0.932394,0.656110,0.184483,0.215611,0.293609,0.227006,0.213875,0.356566,0.304538,0.223240,0.236027,0.358071,0.432956,0.274634,0.163083,-0.039033,-0.829043,0.289884,-0.094366,-0.190611,Aisdur,00069_seg2.wav,Aisdur/00069.wav,2
621.076599,36.093910,38.819908,8.178654,5.088962,3.115764,0.511896,0.492790,0.402300,0.517677,0.353537,0.429057,0.848648,0.523379,0.455276,0.614981,0.477880,0.899994,0.239729,0.198684,0.157873,0.244054,0.126871,0.225392,0.469140,0.249456,0.194347,0.330317,0.239729,0.455871,-0.682420,0.194506,-0.408118,-0.404222,0.476096,-0.293617,Bdur,00001_seg0.wav,Bdur/00001.wav,0
644.673523,70.032997,44.691452,3.835692,4.922438,-0.685399,0.429795,0.334445,0.236900,0.412193,0.243423,0.322687,0.775439,0.416287,0.323053,0.378617,0.452626,0.974432,0.266095,0.220256,0.051119,0.238242,0.057258,0.206908,0.478387,0.240956,0.179044,0.226875,0.272213,0.561459,-0.777667,0.077433,-0.468692,-0.767164,0.344118,-0.355322,Bdur,00001_seg1.wav,Bdur/00001.wav,1
722.312500,54.148090,39.655334,1.583461,6.619844,-0.074633,0.400303,0.319466,0.250370,0.450551,0.262430,0.314051,0.762346,0.413060,0.318833,0.394863,0.439804,0.971901,0.243993,0.219072,0.071546,0.264621,0.089093,0.176543,0.477680,0.243993,0.158911,0.228332,0.255176,0.569894,-0.796245,0.107134,-0.470953,-0.807131,0.363106,-0.364074,Bdur,00001_seg2.wav,Bdur/00001.wav,2
