spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,chroma_stft_C,chroma_stft_C#,chroma_stft_D,chroma_stft_D#,chroma_stft_E,chroma_stft_F,chroma_stft_F#,chroma_stft_G,chroma_stft_G#,chroma_stft_A,chroma_stft_A#,chroma_stft_B,chroma_cens_C,chroma_cens_C#,chroma_cens_D,chroma_cens_D#,chroma_cens_E,chroma_cens_F,chroma_cens_F#,chroma_cens_G,chroma_cens_G#,chroma_cens_A,chroma_cens_A#,chroma_cens_B,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,label,filename,source_file,segment_id
635.012155252,112.635919979,38.186431493,5.189782328,6.587560197,1.637237679,0.298709301,0.511033185,0.302423378,0.243678749,0.616062695,0.350485759,0.306425894,0.369192370,0.757562962,0.976037726,0.510543358,0.474592291,0.112253786,0.268797067,0.102084452,0.052530209,0.341841051,0.142296327,0.101385309,0.173823118,0.413026233,0.554588851,0.225221796,0.231887874,-0.090674496,0.073592861,0.096723235,0.131209790,-0.021182731,0.018446416,Adur,00054_seg1.wav,Adur/00054.wav,1
643.214875019,108.333060791,37.597590183,4.832627873,6.200536548,2.316203672,0.310281718,0.531999985,0.326733573,0.223947031,0.689899496,0.329987688,0.321571667,0.366796239,0.742871521,0.976618275,0.543008794,0.482354822,0.101999718,0.275643119,0.136119058,0.013488161,0.394263808,0.157936459,0.127082108,0.161880525,0.435469084,0.502381457,0.268814612,0.208322133,-0.097129977,0.087764586,0.094377697,0.130943993,-0.029833263,0.036998496,Adur,00054_seg2.wav,Adur/00054.wav,2
667.579026831,97.355308601,35.428689370,4.815716797,6.818173711,1.185765161,0.404700930,0.606237639,0.403840613,0.334193961,0.761876468,0.447849104,0.366125788,0.390285366,0.713778624,0.939621832,0.572286685,0.628899129,0.131049001,0.285981072,0.148649520,0.069239379,0.392351705,0.168434742,0.125077796,0.134236046,0.342526248,0.472485818,0.253564637,0.276595181,-0.084479224,0.073633866,0.081906823,0.097467235,-0.033165050,0.017969697,Adur,00055_seg0.wav,Adur/00055.wav,0
684.359867322,109.447597791,36.526679745,4.249062617,6.211004225,0.241903468,0.250414346,0.455601449,0.243129252,0.208479710,0.612399471,0.298641594,0.251674680,0.320619391,0.650375890,0.996700759,0.449840249,0.441364189,0.086479371,0.230925453,0.054900023,0.036915627,0.370011354,0.128333811,0.063661268,0.132412506,0.406486228,0.617921313,0.221821120,0.210576811,-0.101687207,0.112021395,0.109773909,0.150693994,-0.005544490,0.034269807,Adur,00055_seg1.wav,Adur/00055.wav,1
657.212812615,104.259559944,36.832288071,3.487675186,7.484409118,0.382709471,0.292240006,0.538100601,0.321752136,0.236633770,0.705643982,0.357903246,0.317952444,0.364155383,0.740666205,0.960852970,0.498252911,0.590218846,0.085452027,0.248532954,0.119537094,0.031606857,0.373095939,0.139906015,0.097966461,0.162993933,0.399587677,0.538127023,0.223358892,0.299460541,-0.116585714,0.096249873,0.101376594,0.112391450,-0.042311226,0.013976637,Adur,00055_seg2.wav,Adur/00055.wav,2
585.446296210,85.149767409,38.980755306,9.436954633,6.696610263,2.466783025,0.408037410,0.521740398,0.373965533,0.287313836,0.637723674,0.393891370,0.331777875,0.374305837,0.783800874,0.932362824,0.604605341,0.530663000,0.138670064,0.231396509,0.119124938,0.058186687,0.326440582,0.139786578,0.098578108,0.139539369,0.429424883,0.494426289,0.301887220,0.233214305,-0.063322845,0.050721924,0.084012527,0.106099025,-0.024409625,0.007854874,Adur,00056_seg0.wav,Adur/00056.wav,0
639.726632343,102.847830356,38.042492598,5.903786718,6.460169330,1.871126952,0.303247791,0.532635345,0.303475803,0.229728919,0.653558125,0.321340245,0.280889384,0.339943005,0.693711551,0.983456714,0.521303687,0.533876172,0.106772264,0.253290898,0.116357328,0.018679775,0.381901487,0.130551654,0.079427229,0.134445762,0.394569849,0.527606001,0.271864956,0.278187091,-0.103529471,0.094824541,0.095635009,0.128815645,-0.026785096,0.029647451,Adur,00056_seg1.wav,Adur/00056.wav,1
593.077583450,94.363714302,40.957891115,8.543777926,5.322204580,0.966243058,0.331081191,0.788605749,0.346619429,0.246830611,0.695231751,0.348950828,0.278234492,0.324093840,0.680018722,0.974704197,0.515794550,0.480994467,0.119961893,0.438431507,0.131920995,0.027215855,0.378184193,0.121897359,0.067276342,0.117759935,0.359160503,0.520297873,0.223218763,0.194775849,-0.119811123,0.071251536,0.094105499,0.176395552,-0.043137129,0.067301026,Adur,00056_seg2.wav,Adur/00056.wav,2
625.363600520,83.751381855,37.609153082,7.480186186,5.081579320,2.522775945,0.442563638,0.723405202,0.418184930,0.292624282,0.596670840,0.455399567,0.400402005,0.421864014,0.757750930,0.952438297,0.580196121,0.593210543,0.152333837,0.351419882,0.140130542,0.060729958,0.290905611,0.149921897,0.119586054,0.151514141,0.387987722,0.503011971,0.238461260,0.261031805,-0.077825381,0.044936951,0.060018046,0.124126628,-0.027930812,0.012738401,Adur,00057_seg0.wav,Adur/00057.wav,0
599.947507221,96.554493664,40.417701637,7.103291184,4.530565781,0.923805546,0.291460800,0.738230173,0.291514307,0.204958963,0.516937577,0.307044439,0.235537251,0.275415374,0.669226277,0.992433718,0.455536818,0.435751102,0.101466703,0.426953069,0.098380717,0.015173832,0.271092547,0.142434287,0.055895401,0.101752366,0.379862086,0.579449453,0.236808490,0.186740880,-0.124842923,0.063997811,0.091435538,0.207161654,-0.022245338,0.045201819,Adur,00057_seg1.wav,Adur/00057.wav,1
628.753443643,92.139983613,37.672132145,7.402647935,5.506989719,2.529761701,0.353052256,0.705929298,0.357337406,0.285356858,0.567096451,0.414131889,0.311745412,0.364777689,0.757485849,0.946944849,0.552134698,0.551592568,0.092938261,0.387188646,0.112884936,0.066925335,0.289000533,0.168417100,0.078608487,0.134925974,0.392245665,0.512008497,0.239362912,0.251964703,-0.094159810,0.036669305,0.074002551,0.140294603,-0.038612121,0.015360126,Adur,00057_seg2.wav,Adur/00057.wav,2
639.307574328,98.603220883,36.759441144,5.113831781,6.279914609,3.168657227,0.398133186,0.670937948,0.377683840,0.293495893,0.685038425,0.421314644,0.366942995,0.384187163,0.824653894,0.943217052,0.547153654,0.615626532,0.139266794,0.321368292,0.112790255,0.058691253,0.377709477,0.144340370,0.105067464,0.118653304,0.445759852,0.459062107,0.221837863,0.270408830,-0.103831146,0.051440899,0.094364072,0.113682025,-0.040057214,0.006372536,Adur,00058_seg0.wav,Adur/00058.wav,0
638.129263487,102.212715363,38.236185064,5.019697708,4.488526198,2.993755482,0.310537907,0.500294354,0.285929165,0.223002793,0.599127027,0.312131298,0.274780477,0.316058781,0.691526978,0.973805291,0.518780121,0.476792203,0.118144251,0.262872878,0.113588076,0.025644403,0.320529370,0.142438351,0.089945720,0.128717647,0.424535178,0.569108460,0.274407278,0.212922652,-0.092903491,0.083778805,0.095153087,0.140508844,-0.012437790,0.026517435,Adur,00058_seg1.wav,Adur/00058.wav,1
630.938499807,104.022904039,38.679265413,5.205718325,5.508381530,1.436733589,0.269425612,0.521060001,0.271177205,0.204197494,0.565733322,0.295979526,0.247172692,0.284353850,0.616804356,0.998215581,0.458277675,0.419190514,0.102107283,0.297537099,0.096333280,0.022292344,0.331891796,0.137545138,0.060068083,0.112676447,0.379166305,0.620921443,0.228487746,0.193036737,-0.100160549,0.103076556,0.092269749,0.176161852,0.000528605,0.038038443,Adur,00058_seg2.wav,Adur/00058.wav,2
638.714493832,84.688220174,34.134303803,10.157771650,7.399446863,3.258885664,0.503165921,0.583958428,0.455955791,0.338040862,0.531894435,0.479915542,0.435261521,0.435206454,0.828704504,0.915374835,0.659195023,0.615147369,0.190290911,0.252116733,0.151909127,0.055234789,0.243703820,0.191939730,0.166186665,0.175810196,0.457763000,0.469907597,0.285137469,0.269991906,-0.044347508,0.020277520,0.046204779,0.087123229,-0.015209136,-0.021640847,Adur,00059_seg0.wav,Adur/00059.wav,0
617.263818631,98.189473326,38.882514863,6.179734913,5.188877621,1.661917101,0.297643309,0.530731947,0.295132935,0.199086153,0.562252306,0.331731642,0.274669941,0.293116907,0.667607748,0.989614906,0.457536166,0.409232582,0.110486307,0.278170356,0.116487234,0.022041851,0.329747761,0.149542311,0.103245933,0.126403716,0.391572157,0.612041869,0.227664154,0.179563580,-0.092028587,0.090157074,0.094222066,0.179084213,-0.002384317,0.022829105,Adur,00059_seg1.wav,Adur/00059.wav,1
641.547505556,97.245883593,37.161799999,6.679433180,5.382130570,0.803372832,0.378840591,0.733891172,0.374042825,0.285166185,0.634989657,0.432838222,0.353174115,0.379325861,0.757458178,0.930452622,0.526050080,0.498607414,0.137833027,0.381445542,0.145343695,0.052603927,0.346956403,0.178679788,0.101779746,0.154456009,0.414087597,0.479644668,0.224333784,0.214617830,-0.093006605,0.041876247,0.082424001,0.148624788,-0.035158938,0.029117691,Adur,00059_seg2.wav,Adur/00059.wav,2
650.297441162,84.704672276,34.964479037,6.353305518,6.579277593,4.284107581,0.444726565,0.624244983,0.447133931,0.315447785,0.672758955,0.449154845,0.385163288,0.423600487,0.790486026,0.918962595,0.617414701,0.587739687,0.155156801,0.298450465,0.181116712,0.074009296,0.364547855,0.162137117,0.118434999,0.166106469,0.404871904,0.452091866,0.266182565,0.258410302,-0.064935886,0.048385639,0.068634271,0.099684144,-0.036239718,0.008236932,Adur,00060_seg0.wav,Adur/00060.wav,0
648.802913609,99.072538856,37.835042423,2.445654829,3.948179112,2.358757436,0.328436422,0.612754921,0.360987531,0.212767462,0.792367239,0.339196743,0.304003224,0.370108664,0.739865113,0.934931451,0.475879579,0.666153163,0.108113693,0.312073255,0.120980770,0.014576886,0.453338327,0.109130849,0.083742276,0.150891582,0.378895364,0.471067049,0.182520209,0.342843114,-0.133042161,0.115730089,0.117279695,0.103928125,-0.064932149,0.020447230,Adur,00060_seg1.wav,Adur/00060.wav,1
604.829091175,98.707095546,40.613827457,4.759947995,4.730533787,3.001204875,0.264736978,0.605276559,0.288830176,0.182591917,0.609981050,0.302881844,0.257132508,0.318165783,0.695961516,0.969413533,0.506378275,0.407176819,0.078592704,0.341223304,0.112438680,0.003170400,0.328784159,0.122807546,0.067817775,0.132648926,0.415102532,0.558262343,0.272489548,0.180964950,-0.108482386,0.079975615,0.095837293,0.179279390,-0.035767794,0.055234374,Adur,00060_seg2.wav,Adur/00060.wav,2
821.830720396,101.594125616,25.879162160,0.553440025,12.884244028,8.486739985,0.570789434,0.614850506,0.617524132,0.542564798,0.592785956,0.752379693,0.581304436,0.650653967,0.866504409,0.775019901,0.916229088,0.757053648,0.185059400,0.193627481,0.223006267,0.174273771,0.199854567,0.295387213,0.207928277,0.207928277,0.442289020,0.298457142,0.398746370,0.271539877,0.006515851,-0.029503452,-0.010315776,0.023304881,-0.050294881,-0.023017417,Aisdur,00001_seg0.wav,Aisdur/00001.wav,0
742.989944066,121.979478734,35.364881373,1.812591051,9.666094303,3.446335563,0.307175259,0.320503734,0.652448071,0.299492108,0.314394816,0.692499152,0.325785514,0.351591811,0.575288204,0.524926553,1.000000000,0.472547243,0.130896404,0.139293652,0.418489915,0.098431077,0.123255959,0.407560077,0.146603469,0.169778819,0.307024726,0.246171168,0.501768162,0.187268451,0.099402745,-0.067834529,-0.133873879,0.070982173,-0.125458400,-0.060284463,Aisdur,00001_seg1.wav,Aisdur/00001.wav,1
725.449721957,114.116011229,34.280589397,3.540699080,11.010847810,5.042332534,0.338432214,0.351283230,0.625234740,0.343694004,0.370560106,0.744429032,0.387768031,0.389240618,0.701255924,0.576120582,0.981693668,0.514133464,0.100653146,0.142884099,0.297510693,0.134470867,0.164596732,0.441277340,0.174442620,0.158259884,0.344614403,0.296797441,0.477371765,0.215938636,0.071243714,-0.072556480,-0.092419744,0.067168743,-0.109569493,-0.067415169,Aisdur,00001_seg2.wav,Aisdur/00001.wav,2
740.950694490,118.504112797,32.801719933,3.975221005,10.349481310,4.196631915,0.459658025,0.517871438,0.687314281,0.416442081,0.452721334,0.906847144,0.419504586,0.469719027,0.643701754,0.550659114,0.894323268,0.611072566,0.174056257,0.188554420,0.342033686,0.148573823,0.182037791,0.464134378,0.141846903,0.172979211,0.287068533,0.219271881,0.444928795,0.238651100,0.070728230,-0.054398918,-0.063310312,0.068016397,-0.106051086,-0.063358169,Aisdur,00002_seg0.wav,Aisdur/00002.wav,0
706.505201909,120.444920874,37.173097277,2.941291923,9.370117144,4.290780497,0.389034829,0.324326685,0.388068376,0.243862471,0.305420728,0.789496917,0.292120089,0.328435981,0.478394327,0.414783197,0.888275483,0.461831684,0.188656885,0.141041429,0.219721218,0.054811916,0.151972682,0.432835296,0.115353986,0.153896975,0.255679039,0.191908385,0.609172961,0.235306187,0.118872224,-0.108190675,-0.074587156,0.093226231,-0.121100746,-0.044302135,Aisdur,00002_seg1.wav,Aisdur/00002.wav,1
744.089406812,127.788613365,35.958624341,0.892934601,8.367680671,3.570239593,0.355925164,0.296216679,0.539043926,0.246885669,0.288837862,0.876294118,0.275151794,0.337167541,0.437374458,0.394148358,0.882977596,0.407871706,0.181481208,0.122371454,0.281455065,0.058685427,0.121026919,0.580901348,0.096629746,0.153323042,0.198514368,0.181481208,0.516328930,0.210486669,0.162949662,-0.092351921,-0.115220672,0.107670581,-0.142524530,-0.073882042,Aisdur,00002_seg2.wav,Aisdur/00002.wav,2
649.499387991,103.550499941,34.194823598,7.111294968,8.431109068,5.051366741,0.475872247,0.465264427,0.730722547,0.367702153,0.386702497,0.797095429,0.448722295,0.426105847,0.689982942,0.581153250,0.864151459,0.559299283,0.179854797,0.161420602,0.379663678,0.108213963,0.129128366,0.391694028,0.164181556,0.141045033,0.333805527,0.279033033,0.400458506,0.243557122,0.067464248,-0.044639737,-0.072288374,0.072195217,-0.086299388,-0.080941702,Aisdur,00061_seg0.wav,Aisdur/00061.wav,0
635.256668016,116.990598471,37.010403261,6.390064927,9.054817195,3.967186721,0.362458183,0.293546717,0.775581186,0.258227938,0.259290350,0.852715512,0.334154455,0.305229264,0.524614468,0.500410725,0.855994803,0.424610564,0.170724347,0.100658596,0.433194536,0.059263758,0.052901332,0.486084513,0.160616630,0.097220474,0.253748006,0.253654371,0.471155975,0.185036059,0.144950495,-0.046189966,-0.142577186,0.114603131,-0.120160093,-0.130120130,Aisdur,00061_seg1.wav,Aisdur/00061.wav,1
640.798287833,110.310256676,35.921449591,6.188552780,9.188035011,4.520000125,0.452588683,0.381553164,0.817738715,0.319790519,0.375981620,0.795682055,0.411822220,0.389219073,0.703209797,0.581905990,0.908442161,0.613563782,0.178543152,0.121012640,0.400566281,0.071779206,0.093394606,0.401668507,0.122787334,0.127039540,0.342120599,0.255363923,0.427625292,0.273416448,0.078296570,-0.027704980,-0.089790890,0.064662368,-0.107618753,-0.112237433,Aisdur,00061_seg2.wav,Aisdur/00061.wav,2
643.835209632,94.417800920,35.205710575,7.727861870,9.251734073,4.022304660,0.488071718,0.457193583,0.659117117,0.346854728,0.377936050,0.839348679,0.425668204,0.413040382,0.668336740,0.580839113,0.896486932,0.582479564,0.185653094,0.151891346,0.312195527,0.078799960,0.109650012,0.389011822,0.123885413,0.129508944,0.317328312,0.263271569,0.466823782,0.237601566,0.074425951,-0.055466780,-0.066355309,0.079432381,-0.089903822,-0.077741909,Aisdur,00062_seg0.wav,Aisdur/00062.wav,0
633.359883591,105.776129195,37.619478867,5.906924014,9.620282746,4.080057474,0.365731251,0.291526620,0.694582022,0.289964883,0.288366193,0.832368609,0.313914575,0.325009212,0.546876150,0.505379231,0.950577049,0.442947132,0.166812554,0.077329299,0.408948794,0.072197325,0.078190273,0.454930048,0.113545345,0.143273036,0.261314451,0.238341077,0.529714659,0.195507466,0.140753637,-0.069798619,-0.129650856,0.097713271,-0.121619122,-0.097943277,Aisdur,00062_seg1.wav,Aisdur/00062.wav,1
590.911978921,98.890476060,41.046930608,8.478634527,6.603268056,2.409122544,0.360945528,0.282495389,0.677537319,0.220395943,0.238900218,0.782671278,0.262457004,0.269165522,0.455026631,0.416734370,0.938092460,0.422873495,0.170647005,0.099927077,0.426304254,0.035715353,0.045535502,0.474776716,0.086270898,0.086498500,0.242961809,0.190765210,0.527219136,0.214478495,0.161318264,-0.075656355,-0.154527651,0.106895913,-0.145073304,-0.099075349,Aisdur,00062_seg2.wav,Aisdur/00062.wav,2
643.551814770,101.245754226,35.184500844,9.379246817,6.653751515,3.631977243,0.534419651,0.478984408,0.622681428,0.333537480,0.377612882,0.734391577,0.417289224,0.394638976,0.692651412,0.611102279,0.902415233,0.615537918,0.200883567,0.188591257,0.282703327,0.077490507,0.129691203,0.363082776,0.158155117,0.158944437,0.348452419,0.265437861,0.443819824,0.279933716,0.055758299,-0.050500289,-0.050288718,0.071592718,-0.076409267,-0.065979250,Aisdur,00063_seg0.wav,Aisdur/00063.wav,0
612.329520865,101.982954580,36.890137786,10.773211102,6.707608883,2.656059478,0.441612927,0.401287698,0.546495779,0.262979404,0.299002953,0.832017884,0.348635484,0.350380754,0.590553013,0.524769361,0.859113662,0.513989496,0.203904685,0.190770186,0.258022033,0.045698941,0.082371093,0.513777435,0.159532165,0.163741109,0.301033887,0.237934070,0.467469668,0.212530275,0.097530380,-0.074680048,-0.070857056,0.105634292,-0.103573971,-0.083148681,Aisdur,00063_seg1.wav,Aisdur/00063.wav,1
623.173740380,108.031621899,37.826953569,7.497267300,5.496047808,2.638768318,0.486049991,0.429936872,0.769504458,0.353110106,0.383043493,0.877230534,0.404570827,0.413517052,0.617653020,0.582688671,0.861758664,0.532177970,0.188668299,0.122719958,0.384424952,0.075550944,0.098936725,0.408314486,0.107396759,0.125562360,0.282844523,0.253479737,0.456332053,0.222311834,0.101526187,-0.034901131,-0.081816074,0.088068793,-0.091785018,-0.091401025,Aisdur,00063_seg2.wav,Aisdur/00063.wav,2
633.035851910,103.722792292,34.342632961,9.614286074,8.271513895,4.690464640,0.521837514,0.490799131,0.682468747,0.378154709,0.428049718,0.698275624,0.416864692,0.425977998,0.674912673,0.600721920,0.913189383,0.619289296,0.200063463,0.171612920,0.350934325,0.126614650,0.145385928,0.343134066,0.140260347,0.155121964,0.300231670,0.265132981,0.455085357,0.268060749,0.053074361,-0.038381790,-0.056597413,0.053481126,-0.080125412,-0.052707085,Aisdur,00064_seg0.wav,Aisdur/00064.wav,0
649.264300135,116.229233413,34.883261162,7.863647931,7.604363437,3.828166798,0.476797808,0.429009081,0.739866590,0.323253919,0.350995723,0.754679223,0.367404348,0.390223920,0.673122597,0.616722458,0.941096358,0.571871492,0.184084897,0.162208408,0.370868387,0.076505876,0.115528908,0.408321093,0.134848101,0.162535125,0.339455605,0.282404359,0.460392059,0.222818010,0.084783615,-0.040778641,-0.082509054,0.077627438,-0.096646534,-0.081996447,Aisdur,00064_seg1.wav,Aisdur/00064.wav,1
615.616973483,110.343933682,37.837634969,10.090644056,6.584326258,1.863806341,0.391446758,0.382678504,0.610530101,0.287133356,0.326760499,0.702628185,0.338697930,0.346500221,0.572507043,0.535091524,0.959308769,0.521914890,0.160289495,0.137076854,0.300829935,0.081595947,0.097912699,0.376466984,0.123903449,0.153446272,0.270362809,0.247216250,0.567529655,0.226078363,0.085889288,-0.062819939,-0.103397833,0.077796546,-0.110296690,-0.056863335,Aisdur,00064_seg2.wav,Aisdur/00064.wav,2
678.536140096,106.919272916,34.991127329,6.925556559,4.550873086,2.271355841,0.535430362,0.493616227,0.755439253,0.449364887,0.448843596,0.918262088,0.468549539,0.443036715,0.630851079,0.548141556,0.872157339,0.561008668,0.177360129,0.189474253,0.335796922,0.147349799,0.148978322,0.432424534,0.178007295,0.165926890,0.285089622,0.201579224,0.444952520,0.228154533,0.085115032,-0.051067927,-0.067514563,0.071106083,-0.078616789,-0.073892654,Aisdur,00066_seg0.wav,Aisdur/00066.wav,0
598.825800303,114.701727816,40.511264188,8.521105189,4.341762070,0.417430869,0.359325325,0.359495072,0.866496940,0.255756839,0.289555607,0.835435828,0.309028614,0.320349312,0.566726839,0.463059906,0.918196160,0.440107041,0.155913478,0.151826381,0.468449235,0.035542541,0.049861763,0.462301351,0.108927073,0.126392345,0.282769921,0.206295296,0.489326797,0.179106186,0.137538394,-0.049259250,-0.146755081,0.107257295,-0.152252965,-0.118851931,Aisdur,00066_seg1.wav,Aisdur/00066.wav,1
605.299486844,106.920487879,40.108344590,7.008100948,4.978514410,1.984853669,0.345453800,0.336831948,0.713262363,0.223347046,0.251129194,0.835050610,0.295616879,0.308310848,0.552059342,0.482226672,0.931472040,0.445842042,0.146397035,0.146788555,0.424364383,0.026738454,0.030449093,0.472203764,0.101375856,0.135317117,0.314182821,0.205323827,0.489921458,0.175968137,0.136869207,-0.069848144,-0.138396071,0.118275874,-0.146896197,-0.108767131,Aisdur,00066_seg2.wav,Aisdur/00066.wav,2
670.030911894,99.232275157,33.965593991,7.423460599,6.561936566,2.495494243,0.504019751,0.453076554,0.611401124,0.349320218,0.386593942,0.843279019,0.392806385,0.403085639,0.668918594,0.582961068,0.911365257,0.586497885,0.214580289,0.178454650,0.276150384,0.080659967,0.119192187,0.420368657,0.165887968,0.146577520,0.324196320,0.259263509,0.472974579,0.242019988,0.078275870,-0.063349983,-0.053193361,0.080739074,-0.090089984,-0.071935644,Aisdur,00067_seg0.wav,Aisdur/00067.wav,0
657.243222381,116.973954399,37.279173138,3.308429119,7.032937696,3.140708893,0.328869350,0.298527451,0.584080627,0.233154663,0.262315518,0.755342026,0.266197429,0.291338339,0.479419728,0.406936816,0.925848613,0.390192542,0.160299141,0.127403408,0.374753909,0.070305677,0.083084433,0.444315855,0.086055296,0.124558729,0.243807990,0.195795471,0.567700479,0.179578085,0.144913704,-0.095052367,-0.135099949,0.104576296,-0.145220560,-0.071475553,Aisdur,00067_seg1.wav,Aisdur/00067.wav,1
621.080703170,108.099832541,38.826290429,5.571658224,8.008942585,2.797435483,0.354871706,0.321614269,0.714258038,0.235273622,0.266740247,0.821141297,0.298036551,0.280409523,0.461768880,0.457202683,0.888470387,0.441940491,0.171491964,0.151511751,0.443022778,0.030809565,0.064787306,0.453000392,0.123346637,0.101893041,0.203148643,0.195192323,0.549713704,0.202536973,0.141951756,-0.055586597,-0.147496266,0.115908729,-0.135839768,-0.106558908,Aisdur,00067_seg2.wav,Aisdur/00067.wav,2
